SDS-Number,Product Name,Manufacturer,SDS-Number,LL Number,Chemical Component,CAS Number,% Context,Min %,Max %,Avg %,% Range,SARA 313 %
SDS-004037,Ethyl Acetate For Peptide sequencing OmniSolv,Merck KGaA,SDS-004037,,Ethyl Acetate,141-78-6,n/a,90.00%,100.00%,95.00%,>=90-<=100%,0.00%
SDS-002823,Ethyl Acetate GR ACS,Merck KGaA,SDS-002823,13453,Ethyl Acetate,141-78-6,n/a,90.00%,100.00%,95.00%,>=90 - <=100%,0.00%
SDS-006030,"Ethyl Acetate, Tracepur",Merck KGaA,SDS-006030,,Ethyl Acetate,141-78-6,Pure Chemical,100.00%,100.00%,100.00%,100%,0.00%
SDS-007283,ETHYL ALCOHOL,Anachemia,SDS-007283,,Water,7732-18-5,Balance,100.00%,100.00%,100.00%, ,0.00%
SDS-007283,ETHYL ALCOHOL,Anachemia,SDS-007283,,Ethanol,64-17-5,n/a,80.70%,80.70%,80.70%,80.70%,0.00%
SDS-007283,ETHYL ALCOHOL,Anachemia,SDS-007283,,Methanol,67-56-1,n/a,14.30%,14.30%,14.30%,14.30%,0.00%
SDS-007283,ETHYL ALCOHOL,Anachemia,SDS-007283,,Methyl Ethyl Ketone (MEK),78-93-3,n/a,0.50%,0.50%,0.50%,0.50%,0.00%
SDS-007283,ETHYL ALCOHOL,Anachemia,SDS-007283,,Ethyl Acetate,141-78-6,n/a,0.20%,0.20%,0.20%,0.20%,0.00%
SDS-005362,Ethyl Alcohol (95?100% Vol),GreenField Ethanol,SDS-005362,,Water, ,Balance,100.00%,100.00%,100.00%, ,0.00%
SDS-005362,Ethyl Alcohol (95?100% Vol),GreenField Ethanol,SDS-005362,,Ethyl Alcohol,64-17-5,n/a,95.00%,100.00%,97.50%,95-100%,0.00%
SDS-008524,ETHYL ALCOHOL (95?100% VOL),GreenField Ethanol,SDS-008524,,Water, ,Balance,100.00%,100.00%,100.00%, ,0.00%
SDS-008524,ETHYL ALCOHOL (95?100% VOL),GreenField Ethanol,SDS-008524,,Ethyl Alcohol,64-17-5,n/a,95.00%,100.00%,97.50%,95 to 100%,0.00%
SDS-004607,ETHYL ALCOHOL (ANHYDROUS),GreenField Ethanol,SDS-004607,,Ethyl Alcohol,64-17-5,Pure Chemical,100.00%,100.00%,100.00%,100.00%,0.00%
SDS-005388,"Ethyl alcohol, anhydrous, denatured","VWR International, LLC",SDS-005388,,Ethanol Absolute,64-17-5,Less Than (Max),0.00%,100.00%,50.00%,?100%,0.00%
SDS-002122,"Ethyl Alcohol, Denatured 95%",Merck KGaA,SDS-002122,13453,Ethanol,64-17-5,n/a,70.00%,90.00%,80.00%,>=70-<90%,0.00%
SDS-002122,"Ethyl Alcohol, Denatured 95%",Merck KGaA,SDS-002122,13453,Ethyl Acetate,141-78-6,n/a,1.00%,5.00%,3.00%,>=1-<5%,0.00%
SDS-002122,"Ethyl Alcohol, Denatured 95%",Merck KGaA,SDS-002122,13453,Methanol,67-56-1,n/a,1.00%,5.00%,3.00%,>=1-<5%,0.00%
SDS-002122,"Ethyl Alcohol, Denatured 95%",Merck KGaA,SDS-002122,13453,4-methylpentan-2-one,108-10-1,n/a,0.10%,1.00%,0.55%,>=0.1-<1%,0.00%
SDS-001204,"Ethyl Alcohol, Denatured Dag2a","VWR International, LLC",SDS-001204,,Ethanol,64-17-5,n/a,80.00%,90.00%,85.00%,80-90%,0.00%
SDS-001204,"Ethyl Alcohol, Denatured Dag2a","VWR International, LLC",SDS-001204,,Methanol,67-56-1,n/a,10.00%,15.00%,12.50%,10-15%,0.00%
SDS-002167,"Ethyl Alcohol, pure",Sigma-Aldrich Corp.,SDS-002167,12800,Ethanol,64-17-5,Less Than (Max),0.00%,100.00%,50.00%,?100.00%,0.00%
SDS-003081,Ethyl Alcohol R1 (B),F. Hoffmann-La Roche AG,SDS-003081,,NA,NA,NA,NA,NA,NA,NA,NA
SDS-006035,"Ethyl-beta-D-glucuronide-d5, 100 ?g/mL",Sigma-Aldrich Corp.,SDS-006035,,Methanol, ,n/a,99.99%,99.99%,99.99%,99.99%,0.00%
SDS-006035,"Ethyl-beta-D-glucuronide-d5, 100 ?g/mL",Sigma-Aldrich Corp.,SDS-006035,,Ethyl-D5 ß-D-glucuronide, ,Trace,0.00%,0.00%,0.00%,Trace,0.00%
SDS-006032,Ethyl-d5 sulfate sodium salt,Sigma-Aldrich Corp.,SDS-006032,,Methanol,67-56-1,n/a,99.90%,99.90%,99.90%,99.90%,0.00%
SDS-006032,Ethyl-d5 sulfate sodium salt,Sigma-Aldrich Corp.,SDS-006032,,Ethyl-D5 sulfate sodium salt, ,n/a,0.10%,0.10%,0.10%,0.10%,0.00%
SDS-006033,Ethylenediaminetetraacetic acid,Sigma-Aldrich Corp.,SDS-006033,,Edetic Acid,60-00-4,Less Than (Max),0.00%,100.00%,50.00%,?100.00%,0.00%
SDS-001207,Ethylenediaminetetraacetic acid disodium salt dihydrate,Sigma-Aldrich Corp.,SDS-001207,,Edetate disodium dihydrate,6381-92-6,Less Than (Max),0.00%,100.00%,50.00%,?100.00%,0.00%
SDS-002603,"Ethylenediaminetetraacetic Acid, Disodium Salt Dihydrate","Thermo Fisher Scientific, Inc.",SDS-002603,,"Ethylenediaminetetraacetic Acid, Disodium Salt, Dihydrate",6381-92-6,Greater Than (Min),95.00%,100.00%,97.50%,>95%,0.00%
SDS-002603,"Ethylenediaminetetraacetic Acid, Disodium Salt Dihydrate","Thermo Fisher Scientific, Inc.",SDS-002603,,DISODIUM EDTA, ,Blank (percentage not specified),0.00%,100.00%,50.00%, ,0.00%
SDS-002603,"Ethylenediaminetetraacetic Acid, Disodium Salt Dihydrate","Thermo Fisher Scientific, Inc.",SDS-002603,,Disodium EDTA,139-33-3,Blank (percentage not specified),0.00%,100.00%,50.00%, ,0.00%
SDS-001208,Ethylenediaminetetraacetic acid tetrasodium salt hydrate,Sigma-Aldrich Corp.,SDS-001208,,Ethylenediaminetetraacetic Acid Tetrasodium Salt Hydrate,194491-31-1,Greater Than (Min),99.80%,100.00%,99.90%,?99.80%,0.00%
SDS-001208,Ethylenediaminetetraacetic acid tetrasodium salt hydrate,Sigma-Aldrich Corp.,SDS-001208,,Nitrilotriacetic Acid,139-13-9,Less Than (Max),0.00%,0.20%,0.10%,?0.20%,0.00%
SDS-004608,Ethylene glycol,Sigma-Aldrich Corp.,SDS-004608,,Ethylene Glycol,107-21-1,Less Than (Max),0.00%,100.00%,50.00%,?100.00%,0.00%
SDS-008525,Ethylene glycol,Sigma-Aldrich Corp.,SDS-008525,,Ethylene Glycol,107-21-1,Less Than (Max),0.00%,100.00%,50.00%,?100.00%,0.00%
SDS-002607,Ethylene Glycol,Merck KGaA,SDS-002607,,Ethylene Glycol,107-21-1,n/a,90.00%,100.00%,95.00%,>=90-<=100%,0.00%
SDS-003136,Ethylene-Glycol Solution,Sebia,SDS-003136,,Ethylene Glycol,107-21-1,Blank (percentage not specified),0.00%,100.00%,50.00%, ,0.00%
SDS-005389,Ethyl ether,"Thermo Fisher Scientific, Inc.",SDS-005389,,Ethyl Ether,60-29-7,Greater Than (Min),95.00%,100.00%,97.50%,>95%,0.00%
SDS-004881,Ethylmercury chloride,Sigma-Aldrich Corp.,SDS-004881,,Ethylmercury Chloride,107-27-7,Less Than (Max),0.00%,100.00%,50.00%,?100.00%,0.00%
SDS-006031,Ethyl sulfate sodium salt,Sigma-Aldrich Corp.,SDS-006031,,Methanol,67-56-1,n/a,99.90%,99.90%,99.90%,99.90%,0.00%
SDS-006031,Ethyl sulfate sodium salt,Sigma-Aldrich Corp.,SDS-006031,,Sodium ethyl sulphate,546-74-7,n/a,0.10%,0.10%,0.10%,0.10%,0.00%
SDS-006034,Ethyl-?-D-glucuronide,Sigma-Aldrich Corp.,SDS-006034,,Methanol,67-56-1,n/a,99.99%,99.99%,99.99%,99.99%,0.00%
SDS-006034,Ethyl-?-D-glucuronide,Sigma-Aldrich Corp.,SDS-006034,,Ethyl ß-D-glucuronide,17685-04-0,Trace,0.00%,0.00%,0.00%,Trace,0.00%
SDS-001196,ETOH2 - R1 (B),F. Hoffmann-La Roche AG,SDS-001196,,NA,NA,NA,NA,NA,NA,NA,NA
SDS-006388,"Exonuclease I, Standard Concentration",Affymetrix,SDS-006388,,Glycerol,56-81-5,n/a,25.00%,50.00%,37.50%,25-50%,0.00%
SDS-006447,Expo Cleaner,"Newell Rubbermaid, Inc.",SDS-006447,,Water, ,Blank (percentage not specified),0.00%,100.00%,50.00%, ,0.00%
SDS-006447,Expo Cleaner,"Newell Rubbermaid, Inc.",SDS-006447,,2-Butoxyethanol,111-76-2,Blank (percentage not specified),0.00%,100.00%,50.00%, ,0.00%
SDS-006447,Expo Cleaner,"Newell Rubbermaid, Inc.",SDS-006447,,Isopropyl Alcohol,67-63-0,Blank (percentage not specified),0.00%,100.00%,50.00%, ,0.00%
SDS-009331,Expo Cleaner - Bottle,"Newell Rubbermaid, Inc.",SDS-009331,,3-Butoxypropan-2-Ol,5131-66-8,n/a,0.10%,2.00%,1.05%,0.10 - 2.00%,0.00%
SDS-006295,Expo White Board Cleaner,"Newell Rubbermaid, Inc.",SDS-006295,,Water, ,Blank (percentage not specified),0.00%,100.00%,50.00%, ,0.00%
SDS-006295,Expo White Board Cleaner,"Newell Rubbermaid, Inc.",SDS-006295,,2-Butoxyethanol,111-76-2,Blank (percentage not specified),0.00%,100.00%,50.00%, ,0.00%
SDS-006295,Expo White Board Cleaner,"Newell Rubbermaid, Inc.",SDS-006295,,Isopropyl Alcohol,67-63-0,Blank (percentage not specified),0.00%,100.00%,50.00%, ,0.00%
SDS-003883,Expo White Board Cleaner,"Newell Rubbermaid, Inc.",SDS-003883,,Water, ,Blank (percentage not specified),0.00%,100.00%,50.00%, ,0.00%
SDS-003883,Expo White Board Cleaner,"Newell Rubbermaid, Inc.",SDS-003883,,2-Butoxyethanol,111-76-2,Blank (percentage not specified),0.00%,100.00%,50.00%, ,0.00%
SDS-003883,Expo White Board Cleaner,"Newell Rubbermaid, Inc.",SDS-003883,,Isopropyl Alcohol,67-63-0,Blank (percentage not specified),0.00%,100.00%,50.00%, ,0.00%
SDS-001209,"Extraction Tablets, Part Number A2071","Agilent Technologies, Inc.",SDS-001209,,Maleic Acid,110-16-7,n/a,60.00%,100.00%,80.00%,60-100%,0.00%
SDS-001209,"Extraction Tablets, Part Number A2071","Agilent Technologies, Inc.",SDS-001209,,2-Butenedioic Acid (2z), ,Blank (percentage not specified),0.00%,100.00%,50.00%, ,0.00%
SDS-005713,Extraction Tube (BD MAX Cdiff Assay),GeneOhm Sciences Canada,SDS-005713,,"EDTA, Disodium Dihydrate",6381-92-6,n/a,9.35%,9.35%,9.35%,9.35%,0.00%
SDS-005713,Extraction Tube (BD MAX Cdiff Assay),GeneOhm Sciences Canada,SDS-005713,,Polyethylenimine,25987-06-8,n/a,3.35%,3.35%,3.35%,3.35%,0.00%
SDS-005713,Extraction Tube (BD MAX Cdiff Assay),GeneOhm Sciences Canada,SDS-005713,,Triton X-100,9002-93-1,n/a,0.25%,0.25%,0.25%,0.25%,0.00%
SDS-009235,Eyesaline Eyewash or Sterile Eyesaline,"Honeywell, Inc.",SDS-009235,,NA,NA,NA,NA,NA,NA,NA,NA
SDS-002128,FACTOR DILUENT,Instrumentation Laboratory Co.,SDS-002128,10091842,Sodium Azide,26628-22-8,Less Than (Max),0.00%,0.07%,0.04%,<0.07%,0.00%
SDS-002558,FANTASTIK ORIGINAL DISINFECTANT ALL PURPOSE CLEANER,"S.C. Johnson & Son, Inc.",SDS-002558,,NA,NA,NA,NA,NA,NA,NA,NA
SDS-004983,Fast Green FCF,"Thermo Fisher Scientific, Inc.",SDS-004983,,Fast Green FCF,2353-45-9,n/a,85.00%,85.00%,85.00%,85%,0.00%
SDS-005292,FB (R1),BioMerieux SA,SDS-005292,,Other Components Below Reportable Levels, ,n/a,40.00%,50.00%,45.00%,40 - <50%,0.00%
SDS-005292,FB (R1),BioMerieux SA,SDS-005292,,"N,N-Dimethylformamide",68-12-2,n/a,40.00%,50.00%,45.00%,40 - <50%,0.00%
SDS-005292,FB (R1),BioMerieux SA,SDS-005292,,Sodium Dodecyl Sulfate,151-21-3,n/a,7.50%,7.50%,7.50%,7.50%,0.00%
SDS-007036,FB (R2),BioMerieux SA,SDS-007036,,Fast Blue BB Salt,5486-84-0,Pure Chemical,100.00%,100.00%,100.00%,100%,0.00%
SDS-001211,FC 101,Bramton Co.,SDS-001211,10110254,Silica Filled Polydimethyl Siloxane,67762-90-7,Blank (percentage not specified),0.00%,100.00%,50.00%, ,0.00%
SDS-007992,FC 101,NCH Corp.,SDS-007992,,Silica Filled Polydimethyl Siloxane,67762-90-7,n/a,3.00%,7.00%,5.00%,3 - 7%,0.00%
SDS-009939,Febreze Air Effects - Meadows and Rain,Procter & Gamble Co. (P&G),SDS-009939,,Ethanol,64-17-5,n/a,1.00%,5.00%,3.00%,1.00 - 5.00%,0.00%
SDS-002425,Febreze Professional Fabric Refresher Deep Penetrating - Ready to Use,Procter & Gamble Co. (P&G),SDS-002425,,Ethanol,64-17-5,n/a,1.00%,5.00%,3.00%,1.00 - 5.00%,0.00%
SDS-006036,Fentanyl-D5 solution,Sigma-Aldrich Corp.,SDS-006036,10139072,Methanol,67-56-1,n/a,90.00%,100.00%,95.00%,>=90 - <=100%,0.00%
SDS-006036,Fentanyl-D5 solution,Sigma-Aldrich Corp.,SDS-006036,,Methanol,67-56-1,n/a,99.99%,99.99%,99.99%,99.99%,0.00%
SDS-006036,Fentanyl-D5 solution,Sigma-Aldrich Corp.,SDS-006036,,Fentanyl-D5,118357-29-2,n/a,0.01%,0.01%,0.01%,0.01%,0.00%
SDS-005109,"Ferric Ammonium Sulfate, Dodecahydrate, GR",Merck KGaA,SDS-005109,,Ferric Ammonium Sulfate Dodecahydrate,7783-83-7,Pure Chemical,100.00%,100.00%,100.00%,100%,0.00%
SDS-007491,FERRIC CHLORIDE 10%,"Thermo Fisher Scientific, Inc.",SDS-007491,,"Iron(III) Chloride, Hexahydrate",10025-77-1,n/a,10.70%,10.70%,10.70%,10.70%,0.00%
SDS-007491,FERRIC CHLORIDE 10%,"Thermo Fisher Scientific, Inc.",SDS-007491,,Hydrochloric Acid,7647-01-0,n/a,2.50%,2.50%,2.50%,2.50%,0.00%
SDS-001213,"Ferric Chloride, 10-12%",PML Microbiologicals,SDS-001213,29851,Ferric Chloride,10025-77-1,Less Than (Max),0.00%,12.00%,6.00%,Approx <12%,0.00%
SDS-001213,"Ferric Chloride, 10-12%",PML Microbiologicals,SDS-001213,29851,Hydrochloric Acid,7647-01-0,Less Than (Max),0.00%,5.40%,2.70%,Approx <5.4%,0.00%
SDS-006037,"Ferric Chloride, Anhydrous",Merck KGaA,SDS-006037,,Ferric Chloride,7705-08-0,Pure Chemical,100.00%,100.00%,100.00%,100%,0.00%
SDS-006038,"Ferric Chloride, Anhydrous, For Synthesis",Merck KGaA,SDS-006038,,Ferric Chloride Anhydrous,7705-08-0,Pure Chemical,100.00%,100.00%,100.00%,100%,0.00%
SDS-002372,Ferric Chloride Hexahydrate GR ACS,Merck KGaA,SDS-002372,,Iron(III) chloride hexahydrate,10025-77-1,n/a,90.00%,100.00%,95.00%,>=90 - <=100%,0.00%
SDS-004772,FERRITIN CALIBRATOR S0,"Beckman Coulter, Inc.",SDS-004772,,Ethoxylated alkyl alcohol,68439-49-6,n/a,0.10%,1.00%,0.55%,0.1 - 1%,0.00%
SDS-004772,FERRITIN CALIBRATOR S0,"Beckman Coulter, Inc.",SDS-004772,,Sodium Azide,26628-22-8,Less Than (Max),0.00%,0.10%,0.05%,<0.1%,0.00%
SDS-004772,FERRITIN CALIBRATOR S0,"Beckman Coulter, Inc.",SDS-004772,,reaction mass of: 5-chloro-2-methyl-4-isothiazolin-3-one [EC# 247-500-7] and 2-methyl-4-isothiazolin-3-one [EC# 220-239-6](3:1),55965-84-9,Less Than (Max),0.00%,0.05%,0.03%,<0.05%,0.00%
SDS-004773,Ferritin Particles (Well R1a),"Beckman Coulter, Inc.",SDS-004773,,Sodium Azide,26628-22-8,Less Than (Max),0.00%,0.10%,0.05%,<0.1%,0.00%
SDS-004773,Ferritin Particles (Well R1a),"Beckman Coulter, Inc.",SDS-004773,,reaction mass of: 5-chloro-2-methyl-4-isothiazolin-3-one [EC# 247-500-7] and 2-methyl-4-isothiazolin-3-one [EC# 220-239-6](3:1),55965-84-9,Less Than (Max),0.00%,0.05%,0.03%,<0.05%,0.00%
SDS-006039,Ferroceneboronic acid,Sigma-Aldrich Corp.,SDS-006039,,Ferrocenemetaboric acid,12152-94-2,Less Than (Max),0.00%,100.00%,50.00%,?100.00%,0.00%
SDS-002229,Ferrous Ammonium Sulfate Hexahydrate Fine Crystals <br/>[Ammonium Ferrous Sulfate] GR ACS,Merck KGaA,SDS-002229,,Diammonium iron bis(sulphate) hexahydrate,7783-85-9,n/a,90.00%,100.00%,95.00%,90.00 - 100.00%,0.00%
SDS-008165,FE Standard,F. Hoffmann-La Roche AG,SDS-008165,,No Hazardous Ingredients, ,Blank (percentage not specified),0.00%,100.00%,50.00%, ,0.00%
SDS-002929,"FG,Sybr Green PCR Master Mix","Thermo Fisher Scientific, Inc.",SDS-002929,,Dimethyl Sulfoxide,67-68-5,n/a,10.00%,30.00%,20.00%,10-30%,0.00%
SDS-002929,"FG,Sybr Green PCR Master Mix","Thermo Fisher Scientific, Inc.",SDS-002929,,Tris Base,77-86-1,n/a,1.00%,10.00%,5.50%,1-10%,0.00%
SDS-002929,"FG,Sybr Green PCR Master Mix","Thermo Fisher Scientific, Inc.",SDS-002929,,Sodium Azide,26628-22-8,Less Than (Max),0.00%,0.01%,0.01%,<0.01%,0.01%
SDS-004839,"Ficoll-Paque PLUS, 6 x 100 ml",General Electric Co.,SDS-004839,,NA,NA,NA,NA,NA,NA,NA,NA
SDS-006191,Filling Solution: 4M KCl saturated with AgCl,"Thermo Fisher Scientific, Inc.",SDS-006191,,Water,7732-18-5,n/a,73.80%,73.80%,73.80%,73.80%,0.00%
SDS-006191,Filling Solution: 4M KCl saturated with AgCl,"Thermo Fisher Scientific, Inc.",SDS-006191,,Potassium Chloride,7447-40-7,n/a,26.00%,26.00%,26.00%,26%,0.00%
SDS-006191,Filling Solution: 4M KCl saturated with AgCl,"Thermo Fisher Scientific, Inc.",SDS-006191,,Silver Chloride,7783-90-6,n/a,0.15%,0.15%,0.15%,0.15%,0.00%
SDS-006191,Filling Solution: 4M KCl saturated with AgCl,"Thermo Fisher Scientific, Inc.",SDS-006191,,Hydrogen Chloride,7647-01-0,n/a,0.05%,0.05%,0.05%,0.05%,0.00%
SDS-004994,Fisherbrand Optical Lens Cleaner,"Foxwest Sales, Inc.",SDS-004994,50258,Glycol Ether,111-76-2,n/a,4.90%,4.90%,4.90%,4.90%,0.00%
SDS-009913,Fisherbrand SUN-DEX,"Thermo Fisher Scientific, Inc.",SDS-009913,,Water,7732-18-5,n/a,50.00%,80.00%,65.00%,50.00 - 80.00%,0.00%
SDS-009913,Fisherbrand SUN-DEX,"Thermo Fisher Scientific, Inc.",SDS-009913,,Liquid Dextrose,8029-13-4,n/a,20.00%,45.00%,32.50%,20.00 - 45.00%,0.00%
SDS-009913,Fisherbrand SUN-DEX,"Thermo Fisher Scientific, Inc.",SDS-009913,,Natural Orange Flavoring, ,Less Than (Max),0.00%,0.50%,0.25%,<0.50%,0.00%
SDS-009913,Fisherbrand SUN-DEX,"Thermo Fisher Scientific, Inc.",SDS-009913,,Sodium benzoate,532-32-1,Less Than (Max),0.00%,0.50%,0.25%,<0.50%,0.00%
SDS-009913,Fisherbrand SUN-DEX,"Thermo Fisher Scientific, Inc.",SDS-009913,,Citric Acid,77-92-9,Less Than (Max),0.00%,0.50%,0.25%,<0.50%,0.00%
SDS-002001,Fisherbrand Versa-Clean,"Unica Canada, Inc.",SDS-002001,50429,Water,7732-18-5,n/a,85.00%,90.00%,87.50%,85 - 90%,0.00%
SDS-002001,Fisherbrand Versa-Clean,"Unica Canada, Inc.",SDS-002001,50429,Linear Alcohol Ethoxylate,68551-12-2,n/a,8.00%,8.00%,8.00%,8%,0.00%
SDS-002975,Fisher Scientific Filling Solution: Saturated KCl,"Thermo Fisher Scientific, Inc.",SDS-002975,,Water,7732-18-5,n/a,70.20%,70.20%,70.20%,70.20%,0.00%
SDS-002975,Fisher Scientific Filling Solution: Saturated KCl,"Thermo Fisher Scientific, Inc.",SDS-002975,,Potassium Chloride,7447-40-7,n/a,29.80%,29.80%,29.80%,29.80%,0.00%
SDS-006190,Fisher Scientific Filling Solution: Saturated KCl,"Thermo Fisher Scientific, Inc.",SDS-006190,,Water,7732-18-5,n/a,70.20%,70.20%,70.20%,70.20%,0.00%
SDS-006190,Fisher Scientific Filling Solution: Saturated KCl,"Thermo Fisher Scientific, Inc.",SDS-006190,,Potassium Chloride,7447-40-7,n/a,29.80%,29.80%,29.80%,29.80%,0.00%
SDS-001673,FITC CONJUGATE,MBL BION,SDS-001673,24357,Evans Blue, ,Less Than (Max),0.00%,0.10%,0.05%,Less Than 0.1%,0.00%
SDS-001673,FITC CONJUGATE,MBL BION,SDS-001673,24357,Sodium Azide, ,Less Than (Max),0.00%,0.10%,0.05%,Less Than 0.1%,0.00%
SDS-001673,FITC CONJUGATE,MBL BION,SDS-001673,24357,Thimerosal, ,n/a,0.00%,0.00%,0.00%,0.00%,0.00%
SDS-005482,FIT NS-Prime Control H (lyophilized),Alfresa Pharma Corporation,SDS-005482,10135458,Sucrose,57-50-1,n/a,70.00%,83.00%,76.50%,70 - 83%,0.00%
SDS-005482,FIT NS-Prime Control H (lyophilized),Alfresa Pharma Corporation,SDS-005482,10135458,"2-Morpholinoethanesulfonic acid, monohydrate (MES)",145224-94-8,n/a,13.00%,23.00%,18.00%,13 - 23%,0.00%
SDS-005482,FIT NS-Prime Control H (lyophilized),Alfresa Pharma Corporation,SDS-005482,10135458,Bovine Serum Albumin, ,n/a,4.00%,7.00%,5.50%,4 - 7%,0.00%
SDS-005482,FIT NS-Prime Control H (lyophilized),Alfresa Pharma Corporation,SDS-005482,10135458,Other, ,Less Than (Max),0.00%,0.01%,0.01%,"<0,01%",0.00%
SDS-005482,FIT NS-Prime Control H (lyophilized),Alfresa Pharma Corporation,SDS-005482,10135458,Human Transferrin, ,Less Than (Max),0.00%,0.01%,0.01%,"<0,01%",0.00%
SDS-005482,FIT NS-Prime Control H (lyophilized),Alfresa Pharma Corporation,SDS-005482,10135458,Sodium Hydroxide,1310-73-2,Less Than (Max),0.00%,0.01%,0.01%,"<0,01%",0.00%
SDS-005482,FIT NS-Prime Control H (lyophilized),Alfresa Pharma Corporation,SDS-005482,10135458,Human Hemoglobin,9008-02-0,Less Than (Max),0.00%,0.01%,0.01%,"<0,01%",0.00%
SDS-001364,FIXATIVE,Sebia,SDS-001364,,Metallic Ion,7646-85-7,n/a,30.00%,30.00%,30.00%,30.00%,0.00%
SDS-001364,FIXATIVE,Sebia,SDS-001364,,Polyethylene Glycol Octylphenol Ether,9002-93-1,n/a,0.10%,0.10%,0.10%,0.10%,0.00%
SDS-003394,FloorStar Light Duty Cleaner 4,ServiceMaster Co.,SDS-003394,,Water,7732-18-5,n/a,60.00%,95.00%,77.50%,60-95%,0.00%
SDS-003394,FloorStar Light Duty Cleaner 4,ServiceMaster Co.,SDS-003394,,"Alcohols, C12-15, Ethoxylated",68131-39-5,n/a,1.00%,5.00%,3.00%,1-5%,0.00%
SDS-003394,FloorStar Light Duty Cleaner 4,ServiceMaster Co.,SDS-003394,,Alcohol Ethoxylate,68439-46-3,n/a,1.00%,5.00%,3.00%,1-5%,0.00%
SDS-003392,FloorStar Premium 25 Finish,ServiceMaster Co.,SDS-003392,,Water,7732-18-5,n/a,60.00%,100.00%,80.00%,60-100%,0.00%
SDS-003392,FloorStar Premium 25 Finish,ServiceMaster Co.,SDS-003392,,Acrylic Polymer, ,n/a,10.00%,30.00%,20.00%,10-30%,0.00%
SDS-003392,FloorStar Premium 25 Finish,ServiceMaster Co.,SDS-003392,,Diethylene Glycol Ethyl Ether,111-90-0,n/a,5.00%,10.00%,7.50%,5-10%,0.00%
SDS-003392,FloorStar Premium 25 Finish,ServiceMaster Co.,SDS-003392,,"Ethene, Homopolymer, Oxidized,Potassium Salt",68441-73-6,n/a,1.00%,5.00%,3.00%,1-5%,0.00%
SDS-003392,FloorStar Premium 25 Finish,ServiceMaster Co.,SDS-003392,,Tri(Butoxyethyl) Phosphate,78-51-3,n/a,1.00%,5.00%,3.00%,1-5%,0.00%
SDS-003392,FloorStar Premium 25 Finish,ServiceMaster Co.,SDS-003392,,"2?Propenoic Acid, Polymer With Ethene",9010-77-9,n/a,1.00%,5.00%,3.00%,1-5%,0.00%
SDS-001607,Flow-Check 770 Fluorospheres,"Beckman Coulter, Inc.",SDS-001607,10092120,Sodium Azide,26628-22-8,Less Than (Max),0.00%,0.10%,0.05%,<0.1%,0.00%
SDS-005050,Flow-Check Fluorospheres,"Beckman Coulter, Inc.",SDS-005050,10092604,reaction mass of: 5-chloro-2-methyl-4-isothiazolin-3-one [EC# 247-500-7] and 2-methyl-4-isothiazolin-3-one [EC# 220-239-6](3:1),55965-84-9,Less Than (Max),0.00%,0.05%,0.03%,<0.05%,0.00%
SDS-003443,Flow-Count Fluorospheres,"Beckman Coulter, Inc.",SDS-003443,10132698,Formaldehyde,50-00-0,Less Than (Max),0.00%,3.00%,1.50%,<3%,0.00%
SDS-003443,Flow-Count Fluorospheres,"Beckman Coulter, Inc.",SDS-003443,10132698,Methanol,67-56-1,Less Than (Max),0.00%,1.00%,0.50%,<1%,0.00%
SDS-001219,Flow-Set Fluorospheres,"Beckman Coulter, Inc.",SDS-001219,17636,Sodium Azide,26628-22-8,Less Than (Max),0.00%,0.10%,0.05%,<0.1%,0.00%
SDS-001219,Flow-Set Fluorospheres,"Beckman Coulter, Inc.",SDS-001219,17636,reaction mass of: 5-chloro-2-methyl-4-isothiazolin-3-one [EC# 247-500-7] and 2-methyl-4-isothiazolin-3-one [EC# 220-239-6](3:1),55965-84-9,Less Than (Max),0.00%,0.05%,0.03%,<0.05%,0.00%
SDS-002362,"Fluid, Fyrite, CO2, 20% and 60%","Bacharach, Inc.",SDS-002362,10129022,Water,7732-18-5,n/a,78.08%,91.97%,85.03%,78.08-91.97%,0.00%
SDS-002362,"Fluid, Fyrite, CO2, 20% and 60%","Bacharach, Inc.",SDS-002362,10129022,Potassium Hydroxide,1310-58-3,n/a,8.03%,21.92%,14.98%,8.03-21.92%,0.00%
SDS-002362,"Fluid, Fyrite, CO2, 20% and 60%","Bacharach, Inc.",SDS-002362,10129022,C.I. Acid Red 14,3567-69-9,n/a,0.00%,0.00%,0.00%,0.00%,0.00%
SDS-002951,"Fluid, Fyrite, O2, 21% and 60%","Bacharach, Inc.",SDS-002951,,Water,7732-18-5,n/a,41.50%,72.90%,57.20%,41.5-72.9%,0.00%
SDS-002951,"Fluid, Fyrite, O2, 21% and 60%","Bacharach, Inc.",SDS-002951,,Chromium (III) Chloride Hexahydrate,10060-12-5,n/a,13.45%,29.10%,21.28%,13.45-29.1%,0.00%
SDS-002951,"Fluid, Fyrite, O2, 21% and 60%","Bacharach, Inc.",SDS-002951,,Zinc,7440-66-6,n/a,7.64%,16.53%,12.09%,7.64-16.53%,0.00%
SDS-002951,"Fluid, Fyrite, O2, 21% and 60%","Bacharach, Inc.",SDS-002951,,Hydrogen Chloride,7647-01-0,n/a,5.18%,11.20%,8.19%,5.18-11.2%,0.00%
